loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, bank_asset_value, luxury_assets_value,Expenses, loan_status
973,3, Graduate, Yes,4400000,15800000,18,779,7200000,5400000,3600000,14900000,2399995, Approved
974,2, Graduate, Yes,1900000,5000000,14,641,1000000,900000,2400000,5500000,1000847, Approved
975,0, Graduate, Yes,5000000,18400000,12,752,14600000,4000000,6500000,10500000,2154711, Approved
976,0, Graduate, No,8000000,23700000,10,305,22200000,11600000,12000000,17200000,5695535, Rejected
977,4, Not Graduate, No,8200000,20700000,10,546,10800000,7000000,10600000,25000000,5300729, Rejected
978,2, Graduate, No,7000000,24200000,8,833,13700000,4100000,9100000,26100000,2987769, Approved
979,2, Not Graduate, No,2400000,8800000,18,421,3200000,1500000,1400000,6700000,1457307, Rejected
980,5, Graduate, No,6600000,18800000,4,639,3200000,1100000,4300000,25100000,3359568, Approved
981,3, Graduate, No,3200000,6900000,20,735,1500000,3700000,3100000,9200000,1642252, Approved
982,0, Not Graduate, Yes,2600000,5400000,2,377,100000,4900000,2700000,6100000,2105698, Rejected
983,3, Not Graduate, No,6900000,15600000,20,310,4500000,3600000,4800000,20400000,4740733, Rejected
984,4, Graduate, No,4800000,14000000,2,695,11300000,1700000,4600000,15400000,2490816, Approved
985,1, Not Graduate, Yes,300000,1200000,4,355,700000,300000,200000,800000,156158, Approved
986,1, Not Graduate, Yes,4300000,14100000,12,525,2100000,1100000,5500000,14100000,3397994, Rejected
987,5, Not Graduate, No,700000,2400000,20,330,1300000,700000,500000,2500000,432025, Rejected
988,5, Graduate, No,9400000,25800000,14,625,28200000,15400000,11100000,30800000,4040826, Approved
989,3, Not Graduate, Yes,800000,2900000,10,644,600000,500000,400000,2900000,398530, Approved
990,5, Not Graduate, No,4400000,14900000,4,865,8200000,6200000,3500000,14900000,2342948, Approved
991,1, Graduate, Yes,4700000,14800000,6,661,8500000,6000000,6400000,13600000,2617971, Approved
992,2, Not Graduate, No,2300000,5000000,8,884,1400000,1700000,1500000,6100000,1225309, Approved
993,5, Graduate, Yes,8500000,26700000,10,803,500000,16600000,9600000,24400000,4323264, Approved
994,2, Graduate, No,7600000,28300000,12,800,19700000,14800000,7800000,15600000,3505053, Approved
995,2, Graduate, No,3200000,12600000,18,796,6200000,3500000,2000000,9600000,1696461, Approved
996,4, Not Graduate, No,2400000,5000000,4,716,1500000,2800000,1400000,6900000,1131757, Approved
997,0, Graduate, Yes,500000,1100000,18,479,1500000,500000,600000,1800000,418277, Rejected
998,3, Not Graduate, Yes,8500000,28300000,2,810,25200000,4300000,10700000,18500000,4854771, Approved
999,0, Graduate, Yes,8900000,20900000,18,568,18800000,700000,5300000,32700000,5152711, Approved
1000,0, Graduate, No,2800000,5600000,8,842,0,1300000,1900000,6100000,1597557, Approved
1001,3, Not Graduate, Yes,2900000,7000000,4,806,5700000,5600000,3000000,5900000,1424518, Approved
1002,1, Graduate, Yes,4900000,17700000,8,722,9200000,7300000,3000000,16400000,2760301, Approved
1003,5, Not Graduate, No,9600000,20700000,14,442,25800000,9800000,8200000,31800000,7794603, Rejected
1004,3, Graduate, Yes,3300000,9800000,6,360,4500000,600000,4400000,11000000,2364730, Rejected
1005,3, Not Graduate, No,2800000,5900000,4,461,1600000,400000,2800000,8900000,2080086, Rejected
1006,2, Graduate, No,7800000,22200000,10,735,9700000,4600000,6900000,23000000,3979438, Approved
1007,4, Graduate, Yes,2500000,8400000,12,761,6300000,1300000,1600000,8400000,1058919, Approved
1008,0, Graduate, No,4400000,10600000,20,653,6800000,4600000,5400000,16800000,2523038, Approved
1009,0, Not Graduate, No,7900000,30800000,4,726,5000000,14600000,5500000,23800000,4692371, Approved
1010,1, Graduate, No,8900000,22600000,18,617,8400000,15500000,11700000,27900000,4130669, Approved
1011,0, Graduate, No,5600000,13400000,2,460,3400000,4100000,4100000,14800000,3690492, Rejected
1012,1, Not Graduate, No,1400000,3300000,8,306,3200000,800000,800000,2700000,1128594, Rejected
1013,5, Graduate, Yes,500000,1400000,4,471,500000,100000,300000,1300000,413836, Rejected
1014,1, Graduate, Yes,5100000,15300000,4,628,6900000,3300000,2700000,17600000,2998205, Approved
1015,3, Graduate, No,9800000,25600000,10,404,24400000,6700000,11500000,37000000,7346640, Rejected
1016,2, Graduate, Yes,8600000,21600000,16,804,15400000,300000,7100000,26800000,4686550, Approved
1017,3, Not Graduate, No,1600000,3900000,20,804,900000,2500000,800000,3200000,921035, Approved
1018,1, Not Graduate, Yes,2500000,6700000,2,502,3400000,2600000,1400000,9400000,2057886, Rejected
1019,0, Graduate, No,9500000,22600000,6,861,24700000,13200000,5600000,29000000,4011979, Approved
1020,2, Not Graduate, Yes,3000000,7800000,14,555,6600000,2700000,1700000,9600000,1584488, Approved
1021,0, Not Graduate, No,5100000,13600000,18,351,1700000,3700000,7600000,14400000,3737374, Rejected
1022,2, Not Graduate, Yes,7600000,23600000,6,358,20200000,2900000,10900000,22100000,5093473, Rejected
1023,5, Graduate, No,8800000,18800000,14,836,17300000,10100000,5400000,32700000,4240497, Approved
1024,4, Not Graduate, Yes,1100000,2900000,4,554,2800000,1000000,1600000,4100000,640693, Approved
1025,3, Graduate, No,8700000,30500000,2,443,11800000,1800000,8100000,24600000,4439654, Approved
1026,5, Not Graduate, No,6100000,23600000,4,725,17400000,5100000,4800000,15600000,3332853, Approved
1027,2, Not Graduate, Yes,1900000,7000000,14,818,4800000,3500000,2100000,4500000,997640, Approved
1028,1, Not Graduate, No,9900000,38700000,6,670,19400000,12600000,6500000,35800000,4114600, Approved
1029,0, Graduate, No,5800000,21100000,6,414,7900000,2400000,5600000,16000000,3940793, Rejected
1030,2, Not Graduate, Yes,9500000,37000000,8,887,21800000,18300000,11700000,19200000,4340560, Approved
1031,3, Graduate, Yes,7900000,26600000,12,409,17100000,1400000,8700000,22500000,5432793, Rejected
1032,1, Not Graduate, Yes,1300000,4500000,14,679,2700000,2100000,1600000,3700000,726405, Approved
1033,4, Graduate, Yes,700000,2600000,18,478,600000,600000,300000,2100000,468677, Rejected
1034,3, Graduate, No,600000,1200000,2,752,1100000,500000,700000,2300000,331726, Approved
1035,0, Graduate, No,9400000,33000000,4,616,15400000,5000000,7800000,25100000,5401135, Approved
1036,2, Not Graduate, Yes,3800000,12500000,14,842,3700000,6700000,5300000,14600000,1690637, Approved
1037,3, Graduate, Yes,7800000,26300000,20,840,1200000,11300000,5300000,24100000,3432017, Approved
1038,3, Graduate, Yes,7800000,27700000,6,430,2000000,8000000,5300000,26100000,4883578, Rejected
1039,4, Not Graduate, No,2700000,7000000,4,351,1100000,2300000,2700000,8300000,1794904, Rejected
1040,5, Not Graduate, No,600000,2300000,4,347,0,0,200000,1900000,475976, Rejected
1041,3, Not Graduate, Yes,8000000,28800000,10,576,18800000,7500000,11900000,16300000,3563313, Approved
1042,0, Not Graduate, Yes,4000000,11000000,8,799,4400000,6100000,4200000,14700000,2336775, Approved
1043,1, Not Graduate, Yes,3300000,10800000,2,550,6000000,3800000,4700000,11000000,1918308, Approved
1044,2, Graduate, No,5800000,13300000,4,878,8400000,5400000,4500000,18600000,2472826, Approved
1045,3, Graduate, Yes,2400000,4800000,12,895,6800000,300000,3300000,7300000,1009156, Approved
1046,4, Not Graduate, No,7600000,29700000,6,603,3200000,2900000,11000000,27800000,4005293, Approved
1047,2, Not Graduate, Yes,2500000,6900000,12,325,5800000,1600000,3600000,6400000,1803822, Rejected
1048,2, Graduate, No,3300000,11800000,4,393,5700000,3700000,2600000,6800000,1425011, Approved
1049,3, Graduate, No,9800000,30300000,2,612,10700000,4600000,5600000,32100000,4816443, Approved
1050,0, Graduate, Yes,1000000,3800000,8,553,2500000,1000000,1300000,2100000,543794, Approved
1051,0, Not Graduate, Yes,2500000,8800000,14,389,7300000,1400000,3600000,8500000,2028190, Rejected
1052,0, Graduate, No,1900000,6800000,4,782,100000,3400000,2400000,4900000,900155, Approved
1053,3, Graduate, No,3100000,8500000,12,493,8700000,5100000,2000000,12000000,1994036, Rejected
1054,5, Graduate, Yes,6000000,11900000,2,629,2500000,0,4200000,19200000,3420000, Approved
1055,5, Not Graduate, No,6500000,21600000,10,419,1600000,10900000,6600000,22300000,4714851, Rejected
1056,2, Not Graduate, Yes,5900000,15800000,2,444,14300000,4300000,5500000,20300000,3609837, Rejected
1057,5, Not Graduate, Yes,6500000,15800000,16,301,9200000,9900000,7100000,17400000,5070833, Rejected
1058,0, Graduate, Yes,3800000,11200000,20,479,1100000,6400000,5400000,12000000,2592248, Rejected
1059,3, Not Graduate, Yes,3000000,11400000,10,424,1800000,4200000,1500000,10900000,1978049, Rejected
1060,0, Graduate, No,4300000,16900000,18,469,200000,5800000,6200000,12000000,2838664, Rejected
1061,4, Not Graduate, Yes,3500000,8300000,2,897,7900000,5500000,1800000,12600000,1777880, Approved
1062,3, Not Graduate, No,300000,500000,2,477,700000,200000,400000,800000,225307, Rejected
1063,3, Not Graduate, Yes,600000,1400000,16,509,600000,300000,900000,2400000,504305, Rejected
1064,0, Graduate, Yes,800000,1700000,4,752,2300000,1100000,400000,3200000,388494, Approved
1065,0, Not Graduate, Yes,5600000,19100000,14,875,16700000,4700000,7700000,15100000,3342183, Approved
1066,2, Not Graduate, Yes,1800000,3600000,4,343,3400000,1100000,1500000,6200000,1456779, Rejected
1067,0, Graduate, No,6800000,20800000,20,819,16500000,11900000,8000000,26700000,3463738, Approved
1068,2, Graduate, Yes,4200000,16800000,2,433,3300000,0,3700000,14100000,1889347, Approved
1069,1, Not Graduate, Yes,200000,400000,6,768,300000,100000,0,600000,95848, Approved
1070,2, Graduate, Yes,8500000,31800000,6,714,17000000,900000,5600000,26600000,3535118, Approved
1071,2, Not Graduate, Yes,2800000,10100000,16,531,2900000,2900000,4100000,7200000,1684943, Rejected
1072,0, Graduate, Yes,3600000,8600000,6,529,3500000,3300000,5200000,11300000,2444734, Rejected
1073,1, Not Graduate, No,6200000,19500000,20,448,3300000,7100000,8000000,22400000,4137302, Rejected
1074,1, Graduate, No,2700000,10000000,2,584,6500000,2700000,3400000,7700000,1482809, Approved
1075,1, Graduate, No,6800000,22900000,4,501,3900000,9400000,4400000,17300000,3240766, Approved
1076,2, Not Graduate, No,6300000,24500000,18,848,10200000,3500000,8200000,18200000,2890977, Approved
1077,4, Not Graduate, No,8800000,19100000,6,586,17600000,8800000,12400000,20600000,4040214, Approved
1078,1, Graduate, No,5900000,13000000,2,386,16300000,5000000,3800000,12000000,4602107, Rejected
1079,5, Not Graduate, Yes,9800000,37900000,18,301,6700000,4900000,6200000,34300000,6855383, Rejected
1080,2, Graduate, No,3300000,8300000,6,653,4700000,3100000,4600000,8300000,1388369, Approved
1081,4, Graduate, Yes,300000,500000,14,448,700000,100000,100000,800000,228996, Rejected
1082,1, Not Graduate, Yes,4800000,11600000,16,696,1400000,9400000,6500000,11800000,2362042, Approved
1083,1, Graduate, No,7500000,28300000,16,707,9700000,1100000,6700000,16300000,3386831, Approved
1084,2, Not Graduate, No,8600000,21700000,4,429,5500000,10800000,6000000,30900000,6703974, Rejected
1085,4, Not Graduate, No,8900000,21100000,6,631,4200000,200000,6200000,25800000,4122774, Approved
1086,5, Not Graduate, Yes,9600000,29600000,4,446,22900000,3500000,13200000,36600000,5746446, Approved
1087,0, Graduate, Yes,7700000,18100000,18,705,6100000,5100000,6300000,23800000,4585559, Approved
1088,3, Not Graduate, Yes,7000000,15200000,2,709,10300000,12500000,4000000,20700000,3756897, Approved
1089,4, Not Graduate, Yes,7800000,19500000,14,739,1900000,9000000,4400000,20400000,3709143, Approved
1090,3, Graduate, No,5100000,11000000,6,336,-100000,5800000,7500000,11600000,4154144, Rejected
1091,4, Graduate, No,9400000,32600000,4,898,18200000,4000000,10200000,22000000,5359961, Approved
1092,4, Not Graduate, Yes,600000,2100000,6,558,1300000,1000000,300000,2200000,316489, Approved
1093,3, Graduate, No,5100000,13300000,4,589,11200000,2700000,6100000,20200000,2836657, Approved
1094,2, Graduate, Yes,3800000,14400000,2,301,2300000,1400000,2400000,7600000,2778713, Rejected
1095,2, Not Graduate, Yes,5300000,21200000,14,516,2200000,5000000,7700000,20900000,4330200, Rejected
1096,5, Not Graduate, No,1100000,3600000,12,315,1300000,700000,1400000,3100000,849453, Rejected
1097,3, Not Graduate, No,6400000,14400000,10,546,10600000,10000000,5100000,21200000,4859638, Rejected
1098,0, Not Graduate, Yes,5100000,14500000,14,559,11000000,1100000,6000000,12300000,2094464, Approved
1099,3, Graduate, Yes,5300000,16900000,2,350,15800000,3100000,6800000,14300000,2535382, Approved
1100,1, Graduate, No,6700000,18700000,8,583,9300000,4100000,6900000,17100000,2725425, Approved
1101,2, Not Graduate, No,4000000,9400000,8,874,4400000,3700000,4800000,10200000,1810139, Approved
1102,2, Not Graduate, Yes,3900000,11600000,8,808,5800000,3100000,5000000,12900000,1563750, Approved
1103,1, Graduate, Yes,1600000,4900000,16,487,4300000,1100000,2000000,3900000,1178701, Rejected
1104,3, Graduate, No,2700000,7800000,14,870,5400000,5300000,2100000,5700000,1278982, Approved
1105,3, Graduate, No,1400000,3800000,8,840,1700000,200000,1500000,5300000,826115, Approved
1106,4, Not Graduate, Yes,8000000,19200000,18,682,2500000,8900000,5300000,19000000,3990442, Approved
1107,3, Graduate, Yes,8200000,28900000,10,668,23800000,4500000,10900000,28700000,3516554, Approved
1108,5, Graduate, Yes,4800000,10300000,8,781,4800000,6800000,4300000,11100000,2166720, Approved
1109,4, Graduate, No,8100000,19000000,6,375,4100000,14500000,11900000,19100000,5214731, Rejected
1110,4, Not Graduate, No,5900000,14900000,14,857,2600000,9500000,3500000,16000000,2800911, Approved
1111,5, Graduate, Yes,8100000,32100000,6,823,18200000,1800000,6500000,24100000,4765492, Approved
1112,0, Graduate, No,1400000,5000000,8,686,1800000,1900000,1500000,3200000,632765, Approved
1113,1, Graduate, No,1600000,6300000,2,721,3000000,600000,900000,5200000,930274, Approved
1114,4, Graduate, No,4600000,9400000,18,545,800000,2400000,6300000,11500000,3586702, Rejected
1115,1, Not Graduate, No,2900000,8900000,6,523,900000,5600000,1800000,9700000,2129330, Rejected
1116,2, Graduate, Yes,8600000,24900000,20,607,13600000,7600000,5400000,31800000,4248200, Approved
1117,4, Not Graduate, No,3800000,14900000,20,428,6500000,3500000,2500000,12200000,2698198, Rejected
1118,0, Not Graduate, No,8200000,20300000,4,666,13100000,10200000,7800000,25900000,4383363, Approved
1119,3, Graduate, No,3200000,10100000,20,704,3400000,4800000,3900000,9000000,1556399, Approved
1120,0, Not Graduate, Yes,8100000,23800000,10,794,5400000,15500000,8800000,20700000,3338202, Approved
1121,1, Graduate, Yes,9800000,23300000,12,430,3200000,12600000,13900000,30500000,6671201, Rejected
1122,0, Not Graduate, No,200000,500000,20,615,500000,200000,200000,600000,116485, Approved
1123,0, Not Graduate, No,6600000,14100000,20,360,6800000,5100000,7800000,25400000,4047898, Rejected
1124,0, Not Graduate, No,9100000,18300000,14,458,6100000,9200000,10000000,34100000,5952412, Rejected
1125,2, Not Graduate, No,5500000,20400000,12,887,8800000,9400000,3300000,12300000,3047508, Approved
1126,4, Not Graduate, No,7200000,27400000,8,735,14100000,14200000,9500000,19400000,3081600, Approved
1127,1, Not Graduate, No,2400000,5600000,16,379,3700000,600000,3400000,7200000,1709162, Rejected
1128,4, Graduate, No,9600000,25500000,20,544,4000000,11400000,11100000,23800000,7753459, Rejected
1129,1, Graduate, Yes,5800000,16700000,12,721,1100000,9700000,7500000,17200000,2499559, Approved
1130,4, Not Graduate, No,2300000,6000000,8,676,6000000,400000,2200000,4800000,1250805, Approved
1131,1, Not Graduate, No,300000,1200000,4,342,800000,100000,200000,1100000,147053, Approved
1132,0, Not Graduate, No,9900000,27000000,16,566,3500000,17300000,11500000,36900000,4157387, Approved
1133,2, Not Graduate, No,3500000,14000000,2,355,8700000,1600000,2900000,11800000,1570764, Approved
1134,2, Graduate, No,4800000,18500000,20,605,5700000,5500000,5800000,14700000,2139766, Approved
1135,2, Not Graduate, No,1600000,5200000,16,525,300000,2900000,1600000,5600000,1193133, Rejected
1136,5, Graduate, Yes,800000,2500000,12,403,500000,0,800000,3200000,526691, Rejected
1137,1, Graduate, Yes,9000000,33500000,18,727,18800000,10500000,5300000,28100000,5100580, Approved
1138,1, Graduate, No,8300000,28900000,12,529,18300000,3900000,5800000,32500000,5418254, Rejected
1139,4, Graduate, No,2800000,6100000,18,415,2200000,4200000,2000000,8400000,2090390, Rejected
1140,1, Graduate, Yes,6400000,17300000,10,879,10000000,1100000,8200000,15400000,2745654, Approved
1141,2, Not Graduate, Yes,6000000,12600000,16,649,4800000,5300000,5100000,23900000,2507731, Approved
1142,0, Graduate, No,2900000,9800000,16,395,5400000,4300000,2400000,8600000,2045631, Rejected
1143,0, Graduate, No,6500000,24100000,20,488,3300000,6000000,9700000,22900000,5232907, Rejected
1144,1, Graduate, Yes,200000,400000,8,569,200000,200000,300000,700000,112877, Approved
1145,1, Not Graduate, No,8400000,24600000,14,817,1800000,13100000,8200000,31300000,3948217, Approved
1146,1, Graduate, Yes,6100000,17800000,20,706,16000000,10900000,4300000,16900000,2958614, Approved
1147,2, Graduate, Yes,8000000,31200000,8,553,6800000,3500000,10300000,21000000,4544807, Approved
1148,5, Not Graduate, Yes,900000,1800000,14,464,2300000,300000,700000,1800000,713986, Rejected
1149,2, Graduate, No,7300000,20000000,6,729,13100000,10700000,9100000,17900000,3986832, Approved
1150,4, Not Graduate, Yes,3700000,7400000,12,363,4800000,6800000,4400000,10500000,3093398, Rejected
